,Treatment,imagingType,imageFileName,zone,CV,Iso,Contrast,Correlation,Energy,Homogeneity,Entropy,Std,Mean,Range
327,AK23+CS,E-cad,40X E-cad CS+AK23 - 01.tif,zone 3,NA,NA,0.348803948576676,0.926560224328446,0.154107263108619,0.849544826038159,6.44206865765992,0.205040610431979,0.357184496517729,0.93463947801186
328,AK23+CS,E-cad,40X E-cad CS+AK23 - 01.tif,zone 4,NA,NA,0.349264840322416,0.917774357566893,0.16018821694782,0.848398616467707,6.35455752533374,0.188368654943302,0.322729323808172,0.937077512490692
329,AK23+CS,E-cad,40X E-cad CS+AK23 - 02.tif,zone 1,NA,NA,0.320634894398531,0.917456819021345,0.185108405002931,0.863403824269632,6.13888258248111,0.176762880478954,0.264305623356413,0.956140691398213
330,AK23+CS,E-cad,40X E-cad CS+AK23 - 02.tif,zone 2,NA,NA,0.307183828180798,0.90762979167796,0.183631029213238,0.865073347107438,6.10529535632613,0.161682075753842,0.256653039486643,0.958584767865993
331,AK23+CS,E-cad,40X E-cad CS+AK23 - 02.tif,zone 3,NA,NA,0.318308570554025,0.920796402969101,0.18104317982203,0.863428471244431,6.25054277545437,0.184653412560718,0.299604454906591,0.9487942924948
332,AK23+CS,E-cad,40X E-cad CS+AK23 - 02.tif,zone 4,NA,NA,0.297351158045097,0.912402345220425,0.21505050001674,0.869420542291603,6.04616005004874,0.16166845922608,0.257852616706346,0.95895865877783
333,AK23+CS,E-cad,40X E-cad CS+AK23 - 03.tif,zone 1,NA,NA,0.336942087542088,0.915661540162472,0.1958567607986,0.857712167635956,6.19727323926207,0.18184753135305,0.283737700635619,0.950550008359974
334,AK23+CS,E-cad,40X E-cad CS+AK23 - 03.tif,zone 2,NA,NA,0.309911509029691,0.879980537436841,0.203720338972806,0.862578227561813,5.89804436415511,0.147365252243582,0.262300575874279,0.958634002465534
335,AK23+CS,E-cad,40X E-cad CS+AK23 - 03.tif,zone 3,NA,NA,0.328676502397714,0.891533965016898,0.190224072327075,0.856846366527225,5.83094205652571,0.16254926904806,0.261552507203288,0.960712171510911
336,AK23+CS,E-cad,40X E-cad CS+AK23 - 03.tif,zone 4,NA,NA,0.3163318640955,0.9036375619645,0.211909007937249,0.863523289290208,5.97829567209925,0.163055834615562,0.261753999088118,0.952932238146374
337,AK23+CS,E-cad,40X E-cad CS+AK23 - 04.tif,zone 1,NA,NA,0.296938271604938,0.883197562703123,0.210757781639734,0.868568273475496,5.75262571510586,0.137912191436398,0.223192605926638,0.964986242699567
338,AK23+CS,E-cad,40X E-cad CS+AK23 - 04.tif,zone 2,NA,NA,0.334944332210999,0.899875435588611,0.184573277336614,0.855766284902901,5.97883317298705,0.160637829139854,0.260118531529885,0.955374415645717
339,AK23+CS,E-cad,40X E-cad CS+AK23 - 04.tif,zone 3,NA,NA,0.28267096214672,0.910715835000341,0.238963431024037,0.87706351120634,5.84481722130231,0.156484271886067,0.234305900141508,0.961496180630431
340,AK23+CS,E-cad,40X E-cad CS+AK23 - 04.tif,zone 4,NA,NA,0.32502983369044,0.920882074999308,0.189290423559645,0.862335679012346,6.0334671148172,0.176425207706049,0.254978417948201,0.962611061937598
341,AK23+CS,E-cad,40X E-cad CS+AK23 - 05.tif,zone 1,NA,NA,0.314412151821243,0.861199336220502,0.220036206309024,0.857301345951094,5.65613960412266,0.130975575052535,0.24686116714854,0.946841521884509
342,AK23+CS,E-cad,40X E-cad CS+AK23 - 05.tif,zone 2,NA,NA,0.345156402407918,0.874862334361513,0.196985005549529,0.847722708737204,5.83206948081907,0.152530201378553,0.280447460954459,0.942733803545739
343,AK23+CS,E-cad,40X E-cad CS+AK23 - 05.tif,zone 3,NA,NA,0.355291755943271,0.873011238123075,0.184129283818324,0.8426945214774,5.84940854642814,0.146564774234843,0.26514392249181,0.947057350498962
344,AK23+CS,E-cad,40X E-cad CS+AK23 - 05.tif,zone 4,NA,NA,0.339525905519845,0.900899337764627,0.193036040560495,0.852978858449818,6.11017639842457,0.164647260472321,0.278916203139425,0.946236303628815
345,AK23+CS,F-actin,40X F-actin CS+AK23 - 01.tif,zone 1,0.22455982724351,8.68,0.355251392715029,0.869436407043195,0.14764978543974,0.839206106519743,4.69594331292852,0.142330639731889,0.322335100558574,0.954960690727899
346,AK23+CS,F-actin,40X F-actin CS+AK23 - 01.tif,zone 2,0.219794775506442,9.64,0.383315539230691,0.85233573898321,0.134783133711772,0.826075760976771,4.64535701758822,0.142747655666483,0.368489057451296,0.943813572473268
347,AK23+CS,F-actin,40X F-actin CS+AK23 - 01.tif,zone 3,0.228589509843823,9.44,0.327484736251403,0.843954398165543,0.184305184952132,0.849431146481652,4.66835268878087,0.128533448290811,0.314978604359772,0.941232932562299
348,AK23+CS,F-actin,40X F-actin CS+AK23 - 01.tif,zone 4,0.220922882796039,9.68,0.355685134169983,0.871644735740256,0.145200359592593,0.8366934382546,4.5833549424049,0.146752669552797,0.334505518794249,0.943498450396915
349,AK23+CS,F-actin,40X F-actin CS+AK23 - 02.tif,zone 1,0.223421488085292,10.96,0.386420640750944,0.838421768858472,0.145921514851098,0.825313424310445,4.50661175156931,0.136065613949304,0.347803736887563,0.940785561755654
350,AK23+CS,F-actin,40X F-actin CS+AK23 - 02.tif,zone 2,0.217661727652833,7.88,0.31931835526987,0.861430587025672,0.181183094266106,0.853286391014522,4.51316846371617,0.131976585784948,0.271116251709729,0.967627553042111
351,AK23+CS,F-actin,40X F-actin CS+AK23 - 02.tif,zone 3,0.21601278261,9.4,0.375349688807265,0.850714638876602,0.145951255842729,0.829539988776655,4.531958633898,0.138683368533465,0.348986859231504,0.9442060042628
352,AK23+CS,F-actin,40X F-actin CS+AK23 - 02.tif,zone 4,0.197401919764046,9.84,0.353355024997449,0.851561195468823,0.156246410194818,0.838112414549536,4.62224937432475,0.133789938585254,0.336085902916374,0.954055430471096
353,AK23+CS,F-actin,40X F-actin CS+AK23 - 03.tif,zone 1,0.206183273519065,9.8,0.37271411080502,0.854262987761576,0.154137497732356,0.832343076046662,4.47310022093261,0.137950297425462,0.324540949376611,0.957013700587481
354,AK23+CS,F-actin,40X F-actin CS+AK23 - 03.tif,zone 2,0.218102434825214,9.92,0.358145872870115,0.855793306939523,0.160019389413823,0.837798987178179,4.60725371182439,0.137448580966374,0.316839789263077,0.956381742035417
355,AK23+CS,F-actin,40X F-actin CS+AK23 - 03.tif,zone 3,0.209651424024328,9,0.37349495969799,0.850733415429137,0.149170960495136,0.83148788150869,4.50861808463077,0.135766624977574,0.335608135972066,0.94051308693975
356,AK23+CS,F-actin,40X F-actin CS+AK23 - 03.tif,zone 4,0.2298245770165,11.36,0.382163758800123,0.852059311610511,0.148894100302238,0.827501970037071,4.40343526546254,0.138673410620372,0.361245427806028,0.925137546276422
357,AK23+CS,F-actin,40X F-actin CS+AK23 - 04.tif,zone 1,0.21923940167257,7.52,0.294908376696255,0.875641314060352,0.208443705690887,0.865746272659252,4.73999079497826,0.134604409818179,0.263544083009338,0.969399564472056
358,AK23+CS,F-actin,40X F-actin CS+AK23 - 04.tif,zone 2,0.214643693191446,9.52,0.303099153147638,0.849261194711646,0.221391213755219,0.862548970173112,4.4759471632606,0.122484983761553,0.249370184452362,0.973290384580754
359,AK23+CS,F-actin,40X F-actin CS+AK23 - 04.tif,zone 3,0.217116648476521,9.64,0.343622191613101,0.835301227043826,0.188485649832493,0.844851351902867,4.58195313789504,0.123011507344684,0.299278085291623,0.948856762013971
360,AK23+CS,F-actin,40X F-actin CS+AK23 - 04.tif,zone 4,0.203995266097505,7.72,0.316373043566983,0.83653609390941,0.200769099529505,0.855747729483386,4.41547282329373,0.119287579256473,0.247202738084605,0.979615503441596
361,AK23+CS,F-actin,40X F-actin CS+AK23 - 05.tif,zone 1,0.191733896282653,10.16,0.357810988674625,0.82781903381037,0.183321930846205,0.838684633030643,4.54912688178675,0.12214006032143,0.287435835994789,0.958746378716611
362,AK23+CS,F-actin,40X F-actin CS+AK23 - 05.tif,zone 2,0.174219213956552,10.4,0.380870492806856,0.838857924265193,0.167131123733035,0.830953384518587,4.46948592138136,0.133407895064524,0.298879180500715,0.963709610659591
363,AK23+CS,F-actin,40X F-actin CS+AK23 - 05.tif,zone 3,0.223852843697815,10.6,0.355054076114682,0.857416926057852,0.16379862282031,0.839405535149474,4.61752796417919,0.137512057575243,0.287638205373803,0.968756638127239
364,AK23+CS,F-actin,40X F-actin CS+AK23 - 05.tif,zone 4,0.20606492334218,9.88,0.369754208754209,0.843769096281136,0.166618874644805,0.834438997721321,4.64891361582831,0.131348934641061,0.316765279148596,0.958165974892593
365,AK23+CS,IF,40X IF CS+AK23 - 01.tif,zone 1,0.148780895213386,7,0.285672880318335,0.889907940597347,0.17860397771762,0.865647545318505,5.92935145739282,0.142156752410579,0.310369538031137,0.944594343468554
366,AK23+CS,IF,40X IF CS+AK23 - 01.tif,zone 2,0.140293651018392,8.2,0.318641546780941,0.877930055816232,0.185220453381651,0.853858134374044,5.65561422478726,0.141848534287651,0.311143466420582,0.936282571658425
367,AK23+CS,IF,40X IF CS+AK23 - 01.tif,zone 3,0.200079769064339,8.04,0.314099112335476,0.892125797245485,0.166866953110231,0.855967635955515,6.1878552959292,0.153540368039123,0.338011849609233,0.937717312249352
368,AK23+CS,IF,40X IF CS+AK23 - 01.tif,zone 4,0.155131877227801,8.92,0.30981028466483,0.879717635872379,0.180789986301364,0.855775562867735,5.83338213692716,0.13800547939714,0.299083664179511,0.9477668814143
369,AK23+CS,IF,40X IF CS+AK23 - 02.tif,zone 1,0.175875279321412,9.2,0.37621432506887,0.875117162634298,0.142877325725614,0.832132085161378,6.30552896291279,0.153884805519952,0.38806056584473,0.922825095158021
370,AK23+CS,IF,40X IF CS+AK23 - 02.tif,zone 2,0.18624506176351,8.16,0.319854269972452,0.879792164389083,0.156292740583047,0.851945783593511,5.98044877950751,0.142338725479219,0.335768841401637,0.932301053111614
371,AK23+CS,IF,40X IF CS+AK23 - 02.tif,zone 3,0.21369910665036,7.2,0.335640618304255,0.907518412272474,0.15382401486701,0.850836549671802,6.38198760745837,0.169321932675017,0.376783562815191,0.920691343324204
372,AK23+CS,IF,40X IF CS+AK23 - 02.tif,zone 4,0.193888676857051,6.28,0.357087174778084,0.904489318644765,0.137359489977556,0.84251995459647,6.49450349179196,0.172219188219645,0.378188406682888,0.933002807186687
373,AK23+CS,IF,40X IF CS+AK23 - 03.tif,zone 1,0.171857350425937,8,0.342356035098459,0.89029517356707,0.151955940206742,0.845293615447403,6.25391291441232,0.162167461710201,0.358972645040646,0.92518474206949
374,AK23+CS,IF,40X IF CS+AK23 - 03.tif,zone 2,0.178903073427266,8.88,0.34263305785124,0.891582412357675,0.144510038365181,0.84587849624188,6.28786343822496,0.163483078331259,0.356824486908437,0.944064916216929
375,AK23+CS,IF,40X IF CS+AK23 - 03.tif,zone 3,0.17456532993843,8.4,0.324773839404142,0.885868593325456,0.177463953170418,0.855369378804884,6.15449020199278,0.148925547061475,0.322111504328775,0.937641907245893
376,AK23+CS,IF,40X IF CS+AK23 - 03.tif,zone 4,0.22207724379343,8.08,0.356860738700133,0.910930230762661,0.143273304444821,0.848948956058906,6.40458259603485,0.179489718610235,0.357103850555261,0.938462519401046
377,AK23+CS,IF,40X IF CS+AK23 - 04.tif,zone 1,0.206403970744811,8.68,0.318814569941843,0.873928943859507,0.154070807107563,0.851933613576846,5.9086655603456,0.138681127171577,0.369430233841662,0.92808154970531
378,AK23+CS,IF,40X IF CS+AK23 - 04.tif,zone 2,0.153037458594182,7.12,0.35206572798694,0.899835194093425,0.150238045698108,0.844078206305479,6.27223031953999,0.171078482431167,0.364405686629273,0.935363820854399
379,AK23+CS,IF,40X IF CS+AK23 - 04.tif,zone 3,0.192096572290457,6.8,0.359468523620039,0.903209067684443,0.140863235024836,0.841020401829745,6.22842785605498,0.173677343259932,0.365389057610982,0.942213921741815
380,AK23+CS,IF,40X IF CS+AK23 - 04.tif,zone 4,0.161464545396028,7.56,0.391196959493929,0.8818354823068,0.134963713368323,0.830661747270687,6.33345544489237,0.162552727332495,0.350228614186703,0.93542307816782
381,AK23+CS,IF,40X IF CS+AK23 - 05.tif,zone 1,0.147286962704723,6.88,0.351002244668911,0.883026932788446,0.153325111480621,0.844174255007992,6.17105970101848,0.15588258902828,0.315144970559988,0.959562333305736
382,AK23+CS,IF,40X IF CS+AK23 - 05.tif,zone 2,0.144261151930604,5.96,0.342357392102847,0.904018382141333,0.142268772627767,0.847302116280652,6.37073256441666,0.165376680742316,0.333738811610417,0.960421533839831
383,AK23+CS,IF,40X IF CS+AK23 - 05.tif,zone 3,0.185152450712589,8.08,0.353792286501377,0.889623170793712,0.14886469142479,0.844344273883617,6.3298153422757,0.159163124056925,0.330487562324665,0.953123797962261
384,AK23+CS,IF,40X IF CS+AK23 - 05.tif,zone 4,0.215190206904724,7.56,0.322553178247118,0.880720104430002,0.171233494136094,0.853355741761045,6.0570464290048,0.145460943634747,0.323752841993954,0.934316327190688
385,AK23+SS,Dsg3,40X Dsg3 SS - 01.tif,zone 1,NA,NA,0.790158024691358,0.651506643455406,0.121195321402183,0.721878570141045,3.93573686918717,0.131493646197856,0.288353433449125,0.982289796249474
386,AK23+SS,Dsg3,40X Dsg3 SS - 01.tif,zone 2,NA,NA,0.938711835526987,0.612648101030215,0.112334113156284,0.702298408933005,3.78871678745238,0.13384517760908,0.300822685995971,0.984372101972102
387,AK23+SS,Dsg3,40X Dsg3 SS - 01.tif,zone 3,NA,NA,0.944812947658403,0.614372341840635,0.112938714859132,0.702813507829619,3.73670306125452,0.13444234936575,0.286296780622568,0.988933721110787
388,AK23+SS,Dsg3,40X Dsg3 SS - 01.tif,zone 4,NA,NA,0.8225697479849,0.625995490327274,0.124950368971198,0.71896062369729,3.8849689807314,0.129593031302718,0.285889681863789,0.981470106901023
389,AK23+SS,Dsg3,40X Dsg3 SS - 02.tif,zone 1,NA,NA,0.808687674727069,0.667777075449214,0.112590207029873,0.721079569771792,4.0792592330515,0.135183685399423,0.307271929825906,0.974176478704442
390,AK23+SS,Dsg3,40X Dsg3 SS - 02.tif,zone 2,NA,NA,0.68447137026834,0.692857568866159,0.138704022400697,0.742359382035847,4.16312467665806,0.129250421707184,0.283785579042791,0.967700771284206
391,AK23+SS,Dsg3,40X Dsg3 SS - 02.tif,zone 3,NA,NA,0.789907611468217,0.666054895145217,0.128851115983596,0.723849460599258,3.92808346864352,0.133625664446267,0.284847968806757,0.979286599029971
392,AK23+SS,Dsg3,40X Dsg3 SS - 02.tif,zone 4,NA,NA,0.752116426895215,0.695375535055583,0.120249069138727,0.731251587350173,4.07194693108897,0.137089017957526,0.277303385871226,0.978697801130235
393,AK23+SS,Dsg3,40X Dsg3 SS - 03.tif,zone 1,NA,NA,0.75845019895929,0.662668073901152,0.122668579399231,0.729105605258939,4.03938118966118,0.129343333382044,0.286044293603654,0.97906583763642
394,AK23+SS,Dsg3,40X Dsg3 SS - 03.tif,zone 2,NA,NA,0.822881930415264,0.634296413411453,0.120495460401517,0.717105177192803,3.98963737586221,0.128042602342556,0.306328915945642,0.969375822287742
395,AK23+SS,Dsg3,40X Dsg3 SS - 03.tif,zone 3,NA,NA,0.784069952045709,0.671271246017585,0.130501155151836,0.72782851137639,4.03893941612299,0.132528572289434,0.293981367667275,0.966122157541479
396,AK23+SS,Dsg3,40X Dsg3 SS - 03.tif,zone 4,NA,NA,0.854612325272931,0.6666377136673,0.122128813256308,0.716926492801998,3.91617682876131,0.136028198046551,0.279375620198055,0.981867510277708
397,AK23+SS,Dsg3,40X Dsg3 SS - 04.tif,zone 1,NA,NA,0.913283124171003,0.599558048221711,0.117635744089641,0.705533387798135,3.79631997883474,0.131582838187623,0.287957162561564,0.987434514810361
398,AK23+SS,Dsg3,40X Dsg3 SS - 04.tif,zone 2,NA,NA,0.824242067136006,0.592440930093283,0.13024768522363,0.718505855452068,3.86280543586995,0.122076706532327,0.302026757136826,0.970801139214353
399,AK23+SS,Dsg3,40X Dsg3 SS - 04.tif,zone 3,NA,NA,0.938971462095704,0.58661960747516,0.115439764493078,0.700934231808222,3.76425915038036,0.128487490095447,0.305809075735609,0.977055410570712
400,AK23+SS,Dsg3,40X Dsg3 SS - 04.tif,zone 4,NA,NA,0.807747056422814,0.649017652504094,0.117891427166968,0.724091711997318,4.08296368364621,0.130611764927388,0.304064171295666,0.964429393384593
401,AK23+SS,Dsg3,40X Dsg3 SS - 05.tif,zone 1,NA,NA,0.740209601061116,0.624694893128159,0.13472813047905,0.72940018637554,3.83215898196903,0.120164410875876,0.256266284580389,0.985326171606801
402,AK23+SS,Dsg3,40X Dsg3 SS - 05.tif,zone 2,NA,NA,0.87502722171207,0.565814323951133,0.122542030276661,0.710762324301213,3.71184617051099,0.123735070718289,0.277843758481502,0.985939891156948
403,AK23+SS,Dsg3,40X Dsg3 SS - 05.tif,zone 3,NA,NA,0.838850505050505,0.650389718922971,0.119075952164797,0.72007938650575,4.02596575137071,0.131471227545303,0.293981800022485,0.980168895546456
404,AK23+SS,Dsg3,40X Dsg3 SS - 05.tif,zone 4,NA,NA,0.857424946434037,0.616528204966496,0.112755967829384,0.713835796517362,3.92934727992858,0.128272633990209,0.302240306807886,0.980073450085048
405,AK23+SS,E-cad,40X E-cad SS+AK23 - 01.tif,zone 1,NA,NA,0.349456698296092,0.815235063730302,0.227804416676949,0.840730184164881,4.99226804796158,0.11752810235554,0.215831654460712,0.962543347526296
406,AK23+SS,E-cad,40X E-cad SS+AK23 - 01.tif,zone 2,NA,NA,0.410882297724722,0.796709534372276,0.2088121740372,0.819739367411489,4.8017518729754,0.122463237830152,0.251476245250123,0.958476787270685
407,AK23+SS,E-cad,40X E-cad SS+AK23 - 01.tif,zone 3,NA,NA,0.384767789001122,0.80017627979037,0.218768594787657,0.827562946808149,4.77723083417075,0.11860229911609,0.232257136333594,0.959713187867812
408,AK23+SS,E-cad,40X E-cad SS+AK23 - 01.tif,zone 4,NA,NA,0.375520650953984,0.777636680727955,0.217263022100357,0.83252921419583,4.99201107395631,0.108884931016385,0.232473843733025,0.959172291849973
409,AK23+SS,E-cad,40X E-cad SS+AK23 - 02.tif,zone 1,NA,NA,0.352388062442608,0.799236830498934,0.222166360538448,0.838818514777404,5.06596591037056,0.114749431509807,0.249913068697872,0.946893093702469
410,AK23+SS,E-cad,40X E-cad SS+AK23 - 02.tif,zone 2,NA,NA,0.329593439444955,0.82190228547682,0.245515538410924,0.850187399925178,5.1221586606085,0.116741236145779,0.219051808728129,0.951367755440312
411,AK23+SS,E-cad,40X E-cad SS+AK23 - 02.tif,zone 3,NA,NA,0.32582258953168,0.821656604121522,0.277592242165835,0.852604573512907,5.07783023905104,0.115728825497207,0.207389152056048,0.962990700302225
412,AK23+SS,E-cad,40X E-cad SS+AK23 - 02.tif,zone 4,NA,NA,0.343382154882155,0.817687449074552,0.223679780532557,0.844949995578682,5.19034132096927,0.119119535935998,0.212767127669301,0.974474616679916
413,AK23+SS,E-cad,40X E-cad SS+AK23 - 03.tif,zone 1,NA,NA,0.373071360065299,0.812870867961934,0.209714885532785,0.834640136550692,5.39320579617266,0.126697099817325,0.264762199885403,0.947133857425591
414,AK23+SS,E-cad,40X E-cad SS+AK23 - 03.tif,zone 2,NA,NA,0.361572461993674,0.793280538427165,0.241188048037411,0.838709815665068,5.01614050947468,0.116593740237968,0.260285613569048,0.953383248530453
415,AK23+SS,E-cad,40X E-cad SS+AK23 - 03.tif,zone 3,NA,NA,0.340962738496072,0.834190841996267,0.222736559532779,0.845210801448832,5.43816957419396,0.131585466181697,0.257050595918458,0.943566614289911
416,AK23+SS,E-cad,40X E-cad SS+AK23 - 03.tif,zone 4,NA,NA,0.349971757983879,0.826526929323905,0.221658745343477,0.842499036662925,5.43986458228915,0.127023995756712,0.26618818272856,0.945502529283833
417,AK23+SS,E-cad,40X E-cad SS+AK23 - 04.tif,zone 1,NA,NA,0.325971186613611,0.817702471439396,0.235963898042086,0.850149500221066,5.12602902655951,0.113787827595848,0.225642494319301,0.953944828027773
418,AK23+SS,E-cad,40X E-cad SS+AK23 - 04.tif,zone 2,NA,NA,0.339471849811244,0.80272161583944,0.250780943189265,0.846666437438357,5.05445561591678,0.112565836705295,0.237313623095984,0.9498693312707
419,AK23+SS,E-cad,40X E-cad SS+AK23 - 04.tif,zone 3,NA,NA,0.33574293439445,0.825449145901836,0.228561424551259,0.847531890113254,5.23597433475128,0.119613849595874,0.229198878824614,0.952832130624466
420,AK23+SS,E-cad,40X E-cad SS+AK23 - 04.tif,zone 4,NA,NA,0.361145485154576,0.830113684473581,0.229067148086572,0.83956435006632,5.00445904607377,0.124895216335802,0.222154671818154,0.959379273088929
421,AK23+SS,E-cad,40X E-cad SS+AK23 - 05.tif,zone 1,NA,NA,0.36704112845628,0.784421568344428,0.243401409532546,0.83738561456314,4.80704304076918,0.113611357731237,0.221341926416836,0.967417714850922
422,AK23+SS,E-cad,40X E-cad SS+AK23 - 05.tif,zone 2,NA,NA,0.354153066013672,0.779033269655837,0.238151173749181,0.839211039349726,4.90873349563393,0.108540011738516,0.223857956371286,0.959510777934919
423,AK23+SS,E-cad,40X E-cad SS+AK23 - 05.tif,zone 3,NA,NA,0.366025548413427,0.775631059693593,0.242263249425469,0.836470041832466,4.81250191248563,0.107349732380238,0.23976380196265,0.947287037677027
424,AK23+SS,E-cad,40X E-cad SS+AK23 - 05.tif,zone 4,NA,NA,0.364812274257729,0.802934344905121,0.198597463550713,0.834199987246199,5.19858019882277,0.118456634583904,0.239113813787774,0.952168323805933
425,AK23+SS,F-actin,40X F-actin SS+AK23 - 01.tif,zone 1,0.156548958563975,7.44,0.278667084991327,0.880263817325335,0.247306940918035,0.875041036288814,4.89040572667933,0.130576982210875,0.20448008290989,0.984657387005712
426,AK23+SS,F-actin,40X F-actin SS+AK23 - 01.tif,zone 2,0.178249527140889,7.72,0.265325976941129,0.876492632268685,0.24468806851223,0.879840168520219,4.85284326157819,0.126672325285097,0.198235831306771,0.98660006371363
427,AK23+SS,F-actin,40X F-actin SS+AK23 - 01.tif,zone 3,0.185846965579853,6.24,0.245308968472605,0.886707451886206,0.277738285483842,0.891663057341088,5.03914187541769,0.128261552862328,0.17865037280642,0.989503687146978
428,AK23+SS,F-actin,40X F-actin SS+AK23 - 01.tif,zone 4,0.153236099289707,8,0.275713345576982,0.874240139952894,0.246944494927956,0.876713276706458,4.97469240555742,0.127232299589098,0.199873593687931,0.986412892211633
429,AK23+SS,F-actin,40X F-actin SS+AK23 - 02.tif,zone 1,0.198716657876733,8,0.295056779920416,0.873839037526307,0.226985407212674,0.867034246505459,4.9514938128666,0.1336039204262,0.20202204593331,0.988968671410106
430,AK23+SS,F-actin,40X F-actin SS+AK23 - 02.tif,zone 2,0.161432387054593,6.72,0.298141373329252,0.870774464278449,0.27183886221445,0.871401875318845,4.89346445764065,0.132040292151686,0.199313242474961,0.989362456355184
431,AK23+SS,F-actin,40X F-actin SS+AK23 - 02.tif,zone 3,0.175279393905098,6.72,0.289435343332313,0.887344024103006,0.223043989308346,0.869147213549638,4.94089217611471,0.13813852101047,0.227557709803033,0.981192616260913
432,AK23+SS,F-actin,40X F-actin SS+AK23 - 02.tif,zone 4,0.19858840631656,6.36,0.274244923987348,0.881818420761042,0.248003494989158,0.877502295684114,4.93663684316132,0.131543432514999,0.210192424540557,0.983625411524944
433,AK23+SS,F-actin,40X F-actin SS+AK23 - 03.tif,zone 1,0.16004808761096,6.2,0.291671951841649,0.877996900151219,0.215289842337629,0.869361422303846,4.91323130699385,0.134209819650807,0.214671545640201,0.989470006720493
434,AK23+SS,F-actin,40X F-actin SS+AK23 - 03.tif,zone 2,0.159243324465908,9.2,0.340945821854913,0.84502153395483,0.183146704015229,0.846859429820086,4.71186028044654,0.129029857048681,0.257555820536269,0.980167936442061
435,AK23+SS,F-actin,40X F-actin SS+AK23 - 03.tif,zone 3,0.178977528888804,5.88,0.284115896337109,0.883489792668987,0.213849709841804,0.87281192956501,4.95413645649351,0.13634926430063,0.222308920751525,0.985320663955891
436,AK23+SS,F-actin,40X F-actin SS+AK23 - 03.tif,zone 4,0.166569392956358,8.84,0.288890939700031,0.857243402264053,0.243171470394708,0.86890039553787,4.57508071848488,0.123120144388542,0.204573155690818,0.981820403525277
437,AK23+SS,F-actin,40X F-actin SS+AK23 - 04.tif,zone 1,0.140993639275217,8.625,0.3344146536918,0.834811001031616,0.235668814531144,0.854579969164144,4.5045616009515,0.119686381146649,0.202257463976062,0.988523108965814
438,AK23+SS,F-actin,40X F-actin SS+AK23 - 04.tif,zone 2,0.136081243402519,6.08,0.260348495051525,0.863963072645601,0.292927988114265,0.883155139951706,4.90266216589666,0.116638219931798,0.173199422913574,0.987993216628106
439,AK23+SS,F-actin,40X F-actin SS+AK23 - 04.tif,zone 3,0.161630208281514,7.48,0.329316967656362,0.862466841730862,0.213400570292625,0.854961474679455,4.71090778560256,0.133644977296561,0.205830767004019,0.99531892007289
440,AK23+SS,F-actin,40X F-actin SS+AK23 - 04.tif,zone 4,0.208518874882591,8.24,0.279932761963065,0.865477849024694,0.266317363090182,0.875734409414005,4.86556559499126,0.123301826483063,0.184677792196412,0.993343623417792
441,AK23+SS,F-actin,40X F-actin SS+AK23 - 05.tif,zone 1,0.214234835268598,9.4,0.304255892255892,0.869611797516703,0.2239190099061,0.864743798251879,4.73223885228214,0.132922201880569,0.222031705945564,0.983947538364258
442,AK23+SS,F-actin,40X F-actin SS+AK23 - 05.tif,zone 2,0.189413489674752,7.96,0.297114590347924,0.866952378956511,0.208928245231932,0.862852655341292,4.86634853930791,0.127831301385925,0.25989403388146,0.964566962107534
443,AK23+SS,F-actin,40X F-actin SS+AK23 - 05.tif,zone 3,0.232658456052864,7.04,0.25350061218243,0.894320918354041,0.281775168111785,0.886477601775329,5.01515809871708,0.13425845732239,0.183522283560038,0.991457111891143
444,AK23+SS,F-actin,40X F-actin SS+AK23 - 05.tif,zone 4,0.192000134508665,7.64,0.306571237628813,0.868451407448672,0.207947978185366,0.860632511988573,4.78963183422173,0.129428536399793,0.259582456379959,0.970231436848271
445,AK23+SS,IF,40X IF SS+AK23 - 01.tif,zone 1,0.203627684730994,8.96,0.329820324456688,0.871017953514637,0.161449399959708,0.847459282726252,5.04553508646187,0.139176996734443,0.295660499412368,0.957798460692016
446,AK23+SS,IF,40X IF SS+AK23 - 01.tif,zone 2,0.2099048924376,8.6,0.287819569431691,0.890310008708087,0.191916854326014,0.865143169064381,5.33517158200402,0.14439018435074,0.290725511147492,0.94741438275822
447,AK23+SS,IF,40X IF SS+AK23 - 01.tif,zone 3,0.197695199171089,10.4,0.319316426895215,0.8603609109163,0.186640146496288,0.850888706934667,4.94661691243612,0.132929058321775,0.278268806485879,0.957134309177719
448,AK23+SS,IF,40X IF SS+AK23 - 01.tif,zone 4,0.169011489669302,7.8,0.305493908784818,0.873725899731718,0.188380362072225,0.857186220793797,5.4290066672066,0.137589501365761,0.310917292086717,0.941133812340251
449,AK23+SS,IF,40X IF SS+AK23 - 02.tif,zone 1,0.191973343493594,8.08,0.293402754820937,0.884301299506376,0.192914825307462,0.863379388157671,5.42075618464469,0.138458029328248,0.292335768150384,0.942982535427669
450,AK23+SS,IF,40X IF SS+AK23 - 02.tif,zone 2,0.188872544199447,8.12,0.305288868482808,0.86443475821587,0.181451534480936,0.856626868856919,5.34526916614649,0.131143142668922,0.314726590186068,0.936430489589864
451,AK23+SS,IF,40X IF SS+AK23 - 02.tif,zone 3,0.200750524632763,8.56,0.306078502193654,0.88719080359229,0.175851591981404,0.85889323164303,5.63131834418246,0.146760832016617,0.302369451902026,0.946923188972823
